 30.829 31.2041 30.2064 19.4353 34.9125
30.7528 29.0887 30.6757 26.2935 35.7986
29.1141 28.2498 31.7591  22.441 35.5254
29.3493  30.519 29.0684 22.6584 35.4754
31.4684 30.7702 30.1067 24.1346 34.6714
28.4382  30.268 29.7954 18.5975 36.1025
30.5897 30.5197 28.5614 28.8097 34.9855
27.7066  32.683 29.2763 32.7707 33.8562
30.2931 29.9925 30.5588 30.9809 35.2878
30.3217 29.3338 30.7523  21.976 37.3924
 29.417 28.3924 32.0196 24.6491   35.33
30.5606 29.9208 29.3013 31.4723 34.4488
29.8272 30.7727 29.8058 30.1506 35.0751
27.8067 29.2742 32.2043 25.1783 35.2086
27.8162 30.2692 31.1372 24.6964 33.7341
29.5482 31.3812 31.1156 22.6474 35.3057
 32.222 33.2442 29.7853 18.7322 35.3317
 28.945 29.1816 31.0938 28.5871 37.4934
30.6213 31.1446 30.0833  26.544 32.9599
29.6312  29.863 27.8681 23.8637 35.4838
30.3575 31.4845 28.7561 31.8842 34.0813
30.4448 29.2597 28.8553 29.4823 35.3745
29.2876 28.5882 29.4892 27.7281 33.5036
26.8566 30.6613 30.3778 22.3513 33.9222
31.6131 31.0791 30.0835 27.1902 35.7708
31.1078 29.0212 28.3327 28.8712 35.2432
30.4732 30.9842 28.4239   25.72 35.8995
29.7159 30.7454  30.201 34.8082 34.5251
29.7207 29.9092 30.6076 25.9009 35.2552
29.8885  30.229 30.1652 24.0848 35.9909
30.4761 28.0671 32.4721 20.0444 33.7927
29.4757 29.5821 31.1644 24.3947 35.5727
30.2114  30.358 30.4139 19.3939 33.7804
 28.539 30.4192 30.2418 24.1535 34.3297
31.4574 31.0676  28.962 32.8204 33.6073
30.2381 31.5067 29.8728 20.2732 35.2582
29.6351 31.0496 30.6676 30.1434 34.7864
 29.581 30.1869 31.4353 28.0773 34.8537
29.7667 30.2675 29.9491  23.882 34.3054
31.6644 30.6144 28.9835 38.4513 35.3474
29.6235 29.5878 30.3614 25.5521 36.9112
29.7303  29.579 28.5805 24.6789 34.2002
29.9961 29.2534 30.8451 20.6644 35.6502
28.9128 30.1901 32.0081 31.2264 35.4452
30.3521 30.4048 29.9703 28.8069 35.1546
29.7127 32.3075 28.8836  23.131 35.1738
30.5858  31.656 29.8077 23.5438 36.4681
 30.255 30.8882 30.2352 17.0418 36.0961
29.4921 29.4663 28.3669 28.8965 36.0942
29.7849 29.9674 28.7965 28.5486 33.6131
30.9813 31.4646 31.8985 34.4958 36.7911
28.5446 27.4777  29.968 24.2251 34.6041
30.2059 31.5558 30.3587  23.205 34.5626
 31.115 31.6347 29.9213   26.57 35.4289
31.0078 30.9173 29.3302 17.3372 35.1858
29.3701 31.2955 29.1617 23.7701 33.6556
30.0015 28.7695 28.5582 17.7016 37.5721
 28.462 30.0394 30.8647 25.0663 35.6517
30.6829 32.7767  31.616 21.8567 34.9015
29.3716 30.7195 29.3614  23.547  34.942
32.1654 30.7654 29.8626 37.8795 35.3007
28.1247 29.9748 30.4029 27.6544 34.0149
27.9502 29.9389  29.798 26.2892  35.143
29.4715 30.4566 30.4827 27.0235 36.6732
31.3287 29.5445 29.9895 26.2119 35.4839
30.4958 31.0739 30.0544 23.3153 33.9225
28.4018 31.2289 30.0351  26.968 35.6075
31.7712 29.9291 30.3231 18.2924 34.6846
29.6452 30.1802  29.699 35.4811 33.6875
30.8881 29.1326 29.8166 23.4814 33.3571
31.1665 29.7131 31.7727 26.1371 34.3524
29.3803 29.3606 30.8032 26.4368 34.2536
28.6082 29.8007 30.8917 24.0186 36.9132
28.8638 28.5858  32.134 15.7828 37.6122
30.4088 29.6144 29.3756 26.2625 34.2877
29.4832 28.8888  28.274 20.5938 35.4027
29.9607 31.6361 30.4883 18.9051 34.1168
 29.761 29.7561 30.4835 25.2696 35.4347
29.9814 30.7145 30.0157  20.183  35.831
29.1554 31.1317 29.8241  37.947 34.5547
31.6621  31.195 30.5218 26.6921 37.0948
28.1782 31.4048 28.9742 15.2612 34.0833
29.1175 29.4296 28.9379 13.9924 34.0589
29.3364 30.6216 29.3875 22.0428 35.1566
 29.837 28.3826 30.7528  34.156 35.0842
30.8836 29.7461 29.5276 30.4594  33.983
29.1589 29.2308 30.4865 35.9489 34.3685
31.7259 30.3528 29.8391 30.0612 34.8678
30.1843 30.7569  31.588 32.7958 34.6312
30.6094 31.1464 29.2805 23.3157 37.2603
