29.4716 1004.25
29.8251 997.47
30.1691 993.365
29.4977 997.142
30.5048 995.999
29.9634 997.397
29.9985 997.37
30.2633 1002.75
29.8062 1008.07
29.6517 992.308
29.6498 1004.37
29.4867 996.752
29.9557 1001.02
30.4943 1003.38
30.1968 1004.86
29.4416 995.74
29.9403 1002.57
29.2214 999.06
30.345 998.532
29.4098 1002.04
29.2131 1000.92
29.6901 998.708
30.3252 993.881
29.3003 999.536
29.8219 996.209
30.381 1000.96
29.803 997.436
30.0884 1006.67
30.142 1006.37
29.6339 1001.05
29.7573 996.581
29.9178 994.822
29.3284 1009.63
30.0493 998.656
29.6955 1004.25
30.7741 997.923
30.5007 997.394
29.6183 997.916
30.2233 988.404
29.5584 997.805
30.1648 998.593
30.1185 996.14
30.4762 1000.74
30.3002 999.343
28.9369 998.002
29.6795 1002.06
30.1348 994.577
30.3936 996.913
29.4964 1002.52
30.4133 998.58
30.278 998.098
30.4865 998.51
29.4326 998.963
30.7986 996.019
29.9327 998.29
29.6888 1005.78
29.8321 1002
30.5403 999.452
30.0617 994.106
29.7483 995.078
30.2228 1001.92
31.0145 993.025
30.4964 994.815
30.3062 1003.09
29.4847 1003
29.6158 998.16
29.4658 1000.83
29.7628 1003.72
29.3862 996.605
29.8501 999.425
30.1381 1006.35
30.4867 997.914
30.2399 1000.61
30.4858 1003.35
29.4311 1006.51
30.1329 999.999
29.6101 994.587
30.5396 999.892
29.2978 999.575
29.8778 995.012
30.7485 989.761
29.9837 993.551
30.3184 1003.43
29.5241 1008.61
30.1859 1001.8
29.8111 997.272
30.4129 1000.44
29.4642 991.741
29.9232 999.066
30.4071 1002.14
29.3544 999.22
29.3591 999.033
30.1285 999.373
30.6416 1004.24
29.9889 1003.34
29.7292 1002.43
29.4795 1003.89
29.9673 996.92
29.1078 987.577
30.0203 1001.25
29.5396 1004.07
29.8223 998.148
29.7996 999.836
30.8182 1000.97
29.634 1000.7
29.881 1000.89
30.0258 1002.05
30.2009 1002.22
30.1197 994.054
30.0304 998.007
30.5497 1002.21
29.7972 1000.54
29.9993 993.561
30.4013 1005.63
29.9161 1003.36
29.0457 998.535
30.1812 999.685
29.6183 995.711
29.7187 999.101
30.245 1005.9
29.8981 997.326
29.7486 1007.59
29.7733 996.054
29.796 994.915
30.4111 1005.08
30.2581 1001.85
30.0784 997.204
31.0502 1001.69
30.0313 995.234
29.5038 994.843
29.6649 997.979
29.8787 1006.35
30.2593 997.656
29.7014 994.262
30.6072 1002.02
29.5024 1000.77
30.0941 1001.68
30.6354 998.229
29.3643 1005.38
30.5106 992.19
29.5323 997.93
30.1254 999.095
29.9846 1006.61
29.8766 995.727
29.5627 991.825
30.0761 993.09
30.0674 999.908
29.5386 1002.1
30.5081 997.993
30.3508 1002.27
30.2274 996.83
30.1093 995.846
29.8731 996.246
30.6039 999.058
29.439 1001.6
30.9018 1000.84
29.2913 1003.78
29.4647 1002.14
29.8227 995.828
29.5832 998.26
30.3392 1002.45
29.4601 999.199
29.9652 993.251
29.7243 1000.09
30.0406 1003.76
30.3027 997.174
29.7278 996.858
30.8669 1004.99
30.0583 1000.91
29.6012 1002.02
29.4185 1001.24
29.2869 1003.76
30.5657 996.865
30.242 1005.75
30.3028 998.706
30.5168 998.083
28.937 1002.4
30.3677 1002.38
29.3314 991.395
29.8171 993.186
29.0215 997.547
29.4929 1003.78
29.9147 1001.86
29.7636 998.295
30.2813 999.437
29.6185 999.409
29.4145 998.096
30.481 999.78
30.72 997.837
29.5778 1003.53
29.5318 1003.7
30.6725 1007.49
30.0454 995.395
30.79 995.495
29.3809 1002.06
30.0423 999.858
30.0222 999.619
30.0658 1004.82
29.8985 989.903
29.7202 996.326
29.4704 999.189
30.2067 1001
30.4965 1000.14
30.397 999.472
29.3123 996.396
30.3401 997.928
30.2678 993.326
29.6874 1000.19
30.2065 999.275
30.1738 1000.46
30.0588 1000.17
30.2739 995.171
29.5361 1001.04
31.0798 999.824
29.6924 1001.56
30.0762 1005.34
30.2843 1007.35
29.6931 995.471
29.3002 1002.02
29.7607 1002.69
30.4728 1000.44
29.6585 1002.47
30.2524 993.405
29.9076 1001.71
29.5828 1000.22
30.2594 1004.75
29.8439 998.722
29.7361 998.609
29.9476 1000.95
30.5687 1003.87
30.1158 1004.45
30.1891 998.956
29.5226 1006.43
29.8759 997.798
30.5303 1000.17
29.9251 995.585
30.0872 1002.38
30.34 997.978
30.0571 997.71
29.2673 996.604
30.5777 996.991
30.1142 997.666
30.5612 1000.96
30.2072 998.25
29.5268 993.675
29.8858 995.44
29.5041 1000.52
29.6532 998.394
30.5429 990.238
30.8777 998.572
30.0104 1002.82
31.1007 998.118
30.0667 1000.67
30.1328 1001.32
29.6788 1002.41
29.7506 1003.64
29.2424 994.863
29.8294 1001.44
30.0616 1008.45
30.3648 996.272
30.5912 1001.66
30.4627 999.338
30.5303 1000.3
31.0333 998.928
30.1531 999.827
29.8993 1000.81
31.0577 999.851
29.8436 1008.59
29.8971 997.188
30.0968 1003.63
30.2115 1001.54
29.0414 1005.3
29.9798 1001.74
30.5772 1003.08
30.2504 1001.76
29.8033 996.679
29.8799 998.578
30.0578 1005.27
30.103 1004.12
30.1137 1000.81
29.9782 996.643
30.0926 997.844
30.2783 997.299
29.9952 1002.34
30.012 1003.35
30.4038 996.87
29.0114 1000.56
30.4643 998.796
30.1898 995.133
30.0629 1006.42
30.5487 1007.33
29.4318 998.032
30.1894 1010.4
30.8583 999.77
29.5637 993.856
29.6884 997.236
29.8544 994.147
30.3888 997.385
29.6742 1005.33
30.2258 999.985
30.7846 1004.79
29.6694 999.664
29.8385 1002.5
30.1323 1013.31
30.4718 1000.99
30.3596 999.972
30.2182 1000.82
30.2381 1001.28
30.0635 999.635
